rel_path,source_type,scanner,dpi,doc_id
Official\HP\300\s11_70.tif,Official,HP,300,s11_70
Official\HP\300\s11_71.tif,Official,HP,300,s11_71
Official\HP\300\s11_72.tif,Official,HP,300,s11_72
Official\HP\300\s11_73.tif,Official,HP,300,s11_73
Official\HP\300\s11_74.tif,Official,HP,300,s11_74
Official\HP\300\s11_75.tif,Official,HP,300,s11_75
Official\HP\300\s11_77.tif,Official,HP,300,s11_77
Official\HP\300\s11_78.tif,Official,HP,300,s11_78
Official\HP\300\s11_79.tif,Official,HP,300,s11_79
Official\HP\300\s11_80.tif,Official,HP,300,s11_80
Official\HP\300\s11_81.tif,Official,HP,300,s11_81
Official\HP\300\s11_82.tif,Official,HP,300,s11_82
Official\HP\300\s11_83.tif,Official,HP,300,s11_83
Official\HP\300\s11_84.tif,Official,HP,300,s11_84
Official\HP\300\s11_85.tif,Official,HP,300,s11_85
Official\HP\300\s11_86.tif,Official,HP,300,s11_86
Official\HP\300\s11_87.tif,Official,HP,300,s11_87
Official\HP\300\s11_88.tif,Official,HP,300,s11_88
Official\HP\300\s11_89.tif,Official,HP,300,s11_89
Official\HP\300\s11_90.tif,Official,HP,300,s11_90
Official\HP\300\s11_91.tif,Official,HP,300,s11_91
Official\HP\300\s11_92.tif,Official,HP,300,s11_92
Official\HP\300\s11_93.tif,Official,HP,300,s11_93
Official\HP\300\s11_94.tif,Official,HP,300,s11_94
Official\HP\300\s11_95.tif,Official,HP,300,s11_95
Official\HP\300\s11_96.tif,Official,HP,300,s11_96
Official\HP\300\s11_97.tif,Official,HP,300,s11_97
Official\HP\300\s11_98.tif,Official,HP,300,s11_98
Official\HP\300\s11_99.tif,Official,HP,300,s11_99
Wikipedia\Canon120-1\150\s1_1.tif,Wikipedia,Canon120-1,150,s1_1
Wikipedia\Canon120-1\150\s1_100.tif,Wikipedia,Canon120-1,150,s1_100
Wikipedia\Canon120-1\150\s1_101.tif,Wikipedia,Canon120-1,150,s1_101
Wikipedia\Canon120-1\150\s1_102.tif,Wikipedia,Canon120-1,150,s1_102
Wikipedia\Canon120-1\150\s1_103.tif,Wikipedia,Canon120-1,150,s1_103
Wikipedia\Canon120-1\150\s1_104.tif,Wikipedia,Canon120-1,150,s1_104
Wikipedia\Canon120-1\150\s1_105.tif,Wikipedia,Canon120-1,150,s1_105
Wikipedia\Canon120-1\150\s1_106.tif,Wikipedia,Canon120-1,150,s1_106
Wikipedia\Canon120-1\150\s1_107.tif,Wikipedia,Canon120-1,150,s1_107
Wikipedia\Canon120-1\150\s1_108.tif,Wikipedia,Canon120-1,150,s1_108
Wikipedia\Canon120-1\150\s1_11.tif,Wikipedia,Canon120-1,150,s1_11
Wikipedia\Canon120-1\150\s1_12.tif,Wikipedia,Canon120-1,150,s1_12
Wikipedia\Canon120-1\150\s1_14.tif,Wikipedia,Canon120-1,150,s1_14
Wikipedia\Canon120-1\150\s1_15.tif,Wikipedia,Canon120-1,150,s1_15
Wikipedia\Canon120-1\150\s1_17.tif,Wikipedia,Canon120-1,150,s1_17
Wikipedia\Canon120-1\150\s1_18.tif,Wikipedia,Canon120-1,150,s1_18
Wikipedia\Canon120-1\150\s1_19.tif,Wikipedia,Canon120-1,150,s1_19
Wikipedia\Canon120-1\150\s1_20.tif,Wikipedia,Canon120-1,150,s1_20
Wikipedia\Canon120-1\150\s1_21.tif,Wikipedia,Canon120-1,150,s1_21
Wikipedia\Canon120-1\150\s1_22.tif,Wikipedia,Canon120-1,150,s1_22
Wikipedia\Canon120-1\150\s1_23.tif,Wikipedia,Canon120-1,150,s1_23
Wikipedia\Canon120-1\150\s1_24.tif,Wikipedia,Canon120-1,150,s1_24
Wikipedia\Canon120-1\150\s1_25.tif,Wikipedia,Canon120-1,150,s1_25
Wikipedia\Canon120-1\150\s1_26.tif,Wikipedia,Canon120-1,150,s1_26
Wikipedia\Canon120-1\150\s1_27.tif,Wikipedia,Canon120-1,150,s1_27
Wikipedia\Canon120-1\150\s1_28.tif,Wikipedia,Canon120-1,150,s1_28
Wikipedia\Canon120-1\150\s1_29.tif,Wikipedia,Canon120-1,150,s1_29
Wikipedia\Canon120-1\150\s1_30.tif,Wikipedia,Canon120-1,150,s1_30
Wikipedia\Canon120-1\150\s1_31.tif,Wikipedia,Canon120-1,150,s1_31
Wikipedia\Canon120-1\150\s1_32.tif,Wikipedia,Canon120-1,150,s1_32
Wikipedia\Canon120-1\150\s1_33.tif,Wikipedia,Canon120-1,150,s1_33
Wikipedia\Canon120-1\150\s1_34.tif,Wikipedia,Canon120-1,150,s1_34
Wikipedia\Canon120-1\150\s1_35.tif,Wikipedia,Canon120-1,150,s1_35
Wikipedia\Canon120-1\150\s1_36.tif,Wikipedia,Canon120-1,150,s1_36
Wikipedia\Canon120-1\150\s1_37.tif,Wikipedia,Canon120-1,150,s1_37
Wikipedia\Canon120-1\150\s1_38.tif,Wikipedia,Canon120-1,150,s1_38
Wikipedia\Canon120-1\150\s1_39.tif,Wikipedia,Canon120-1,150,s1_39
Wikipedia\Canon120-1\150\s1_40.tif,Wikipedia,Canon120-1,150,s1_40
Wikipedia\Canon120-1\150\s1_41.tif,Wikipedia,Canon120-1,150,s1_41
Wikipedia\Canon120-1\150\s1_42.tif,Wikipedia,Canon120-1,150,s1_42
Wikipedia\Canon120-1\150\s1_43.tif,Wikipedia,Canon120-1,150,s1_43
Wikipedia\Canon120-1\150\s1_44.tif,Wikipedia,Canon120-1,150,s1_44
Wikipedia\Canon120-1\150\s1_45.tif,Wikipedia,Canon120-1,150,s1_45
Wikipedia\Canon120-1\150\s1_46.tif,Wikipedia,Canon120-1,150,s1_46
Wikipedia\Canon120-1\150\s1_47.tif,Wikipedia,Canon120-1,150,s1_47
Wikipedia\Canon120-1\150\s1_48.tif,Wikipedia,Canon120-1,150,s1_48
Wikipedia\Canon120-1\150\s1_49.tif,Wikipedia,Canon120-1,150,s1_49
Wikipedia\Canon120-1\150\s1_50.tif,Wikipedia,Canon120-1,150,s1_50
Wikipedia\Canon120-1\150\s1_51.tif,Wikipedia,Canon120-1,150,s1_51
Wikipedia\Canon120-1\150\s1_52.tif,Wikipedia,Canon120-1,150,s1_52
Wikipedia\Canon120-1\150\s1_53.tif,Wikipedia,Canon120-1,150,s1_53
Wikipedia\Canon120-1\150\s1_54.tif,Wikipedia,Canon120-1,150,s1_54
Wikipedia\Canon120-1\150\s1_55.tif,Wikipedia,Canon120-1,150,s1_55
Wikipedia\Canon120-1\150\s1_56.tif,Wikipedia,Canon120-1,150,s1_56
Wikipedia\Canon120-1\150\s1_57.tif,Wikipedia,Canon120-1,150,s1_57
Wikipedia\Canon120-1\150\s1_58.tif,Wikipedia,Canon120-1,150,s1_58
Wikipedia\Canon120-1\150\s1_59.tif,Wikipedia,Canon120-1,150,s1_59
Wikipedia\Canon120-1\150\s1_6.tif,Wikipedia,Canon120-1,150,s1_6
Wikipedia\Canon120-1\150\s1_60.tif,Wikipedia,Canon120-1,150,s1_60
Wikipedia\Canon120-1\150\s1_61.tif,Wikipedia,Canon120-1,150,s1_61
Wikipedia\Canon120-1\150\s1_62.tif,Wikipedia,Canon120-1,150,s1_62
Wikipedia\Canon120-1\150\s1_63.tif,Wikipedia,Canon120-1,150,s1_63
Wikipedia\Canon120-1\150\s1_64.tif,Wikipedia,Canon120-1,150,s1_64
Wikipedia\Canon120-1\150\s1_65.tif,Wikipedia,Canon120-1,150,s1_65
Wikipedia\Canon120-1\150\s1_66.tif,Wikipedia,Canon120-1,150,s1_66
Wikipedia\Canon120-1\150\s1_67.tif,Wikipedia,Canon120-1,150,s1_67
Wikipedia\Canon120-1\150\s1_68.tif,Wikipedia,Canon120-1,150,s1_68
Wikipedia\Canon120-1\150\s1_69.tif,Wikipedia,Canon120-1,150,s1_69
Wikipedia\Canon120-1\150\s1_7.tif,Wikipedia,Canon120-1,150,s1_7
Wikipedia\Canon120-1\150\s1_70.tif,Wikipedia,Canon120-1,150,s1_70
Wikipedia\Canon120-1\150\s1_71.tif,Wikipedia,Canon120-1,150,s1_71
Wikipedia\Canon120-1\150\s1_72.tif,Wikipedia,Canon120-1,150,s1_72
Wikipedia\Canon120-1\150\s1_73.tif,Wikipedia,Canon120-1,150,s1_73
Wikipedia\Canon120-1\150\s1_74.tif,Wikipedia,Canon120-1,150,s1_74
Wikipedia\Canon120-1\150\s1_75.tif,Wikipedia,Canon120-1,150,s1_75
Wikipedia\Canon120-1\150\s1_76.tif,Wikipedia,Canon120-1,150,s1_76
Wikipedia\Canon120-1\150\s1_77.tif,Wikipedia,Canon120-1,150,s1_77
Wikipedia\Canon120-1\150\s1_78.tif,Wikipedia,Canon120-1,150,s1_78
Wikipedia\Canon120-1\150\s1_79.tif,Wikipedia,Canon120-1,150,s1_79
Wikipedia\Canon120-1\150\s1_80.tif,Wikipedia,Canon120-1,150,s1_80
Wikipedia\Canon120-1\150\s1_81.tif,Wikipedia,Canon120-1,150,s1_81
Wikipedia\Canon120-1\150\s1_82.tif,Wikipedia,Canon120-1,150,s1_82
Wikipedia\Canon120-1\150\s1_83.tif,Wikipedia,Canon120-1,150,s1_83
Wikipedia\Canon120-1\150\s1_84.tif,Wikipedia,Canon120-1,150,s1_84
Wikipedia\Canon120-1\150\s1_85.tif,Wikipedia,Canon120-1,150,s1_85
Wikipedia\Canon120-1\150\s1_86.tif,Wikipedia,Canon120-1,150,s1_86
Wikipedia\Canon120-1\150\s1_87.tif,Wikipedia,Canon120-1,150,s1_87
Wikipedia\Canon120-1\150\s1_88.tif,Wikipedia,Canon120-1,150,s1_88
Wikipedia\Canon120-1\150\s1_89.tif,Wikipedia,Canon120-1,150,s1_89
Wikipedia\Canon120-1\150\s1_9.tif,Wikipedia,Canon120-1,150,s1_9
Wikipedia\Canon120-1\150\s1_90.tif,Wikipedia,Canon120-1,150,s1_90
Wikipedia\Canon120-1\150\s1_91.tif,Wikipedia,Canon120-1,150,s1_91
Wikipedia\Canon120-1\150\s1_92.tif,Wikipedia,Canon120-1,150,s1_92
Wikipedia\Canon120-1\150\s1_93.tif,Wikipedia,Canon120-1,150,s1_93
Wikipedia\Canon120-1\150\s1_94.tif,Wikipedia,Canon120-1,150,s1_94
Wikipedia\Canon120-1\150\s1_95.tif,Wikipedia,Canon120-1,150,s1_95
Wikipedia\Canon120-1\150\s1_96.tif,Wikipedia,Canon120-1,150,s1_96
Wikipedia\Canon120-1\150\s1_97.tif,Wikipedia,Canon120-1,150,s1_97
Wikipedia\Canon120-1\150\s1_98.tif,Wikipedia,Canon120-1,150,s1_98
Wikipedia\Canon120-1\150\s1_99.tif,Wikipedia,Canon120-1,150,s1_99
Wikipedia\Canon120-1\300\s1_100.tif,Wikipedia,Canon120-1,300,s1_100
Wikipedia\Canon120-1\300\s1_101.tif,Wikipedia,Canon120-1,300,s1_101
Wikipedia\Canon120-1\300\s1_102.tif,Wikipedia,Canon120-1,300,s1_102
Wikipedia\Canon120-1\300\s1_103.tif,Wikipedia,Canon120-1,300,s1_103
Wikipedia\Canon120-1\300\s1_104.tif,Wikipedia,Canon120-1,300,s1_104
Wikipedia\Canon120-1\300\s1_105.tif,Wikipedia,Canon120-1,300,s1_105
Wikipedia\Canon120-1\300\s1_106.tif,Wikipedia,Canon120-1,300,s1_106
Wikipedia\Canon120-1\300\s1_107.tif,Wikipedia,Canon120-1,300,s1_107
Wikipedia\Canon120-1\300\s1_108.tif,Wikipedia,Canon120-1,300,s1_108
Wikipedia\Canon120-1\300\s1_15.tif,Wikipedia,Canon120-1,300,s1_15
Wikipedia\Canon120-1\300\s1_21.tif,Wikipedia,Canon120-1,300,s1_21
Wikipedia\Canon120-1\300\s1_26.tif,Wikipedia,Canon120-1,300,s1_26
Wikipedia\Canon120-1\300\s1_35.tif,Wikipedia,Canon120-1,300,s1_35
Wikipedia\Canon120-1\300\s1_44.tif,Wikipedia,Canon120-1,300,s1_44
Wikipedia\Canon120-1\300\s1_45.tif,Wikipedia,Canon120-1,300,s1_45
Wikipedia\Canon120-1\300\s1_47.tif,Wikipedia,Canon120-1,300,s1_47
Wikipedia\Canon120-1\300\s1_48.tif,Wikipedia,Canon120-1,300,s1_48
Wikipedia\Canon120-1\300\s1_49.tif,Wikipedia,Canon120-1,300,s1_49
Wikipedia\Canon120-1\300\s1_50.tif,Wikipedia,Canon120-1,300,s1_50
Wikipedia\Canon120-1\300\s1_52.tif,Wikipedia,Canon120-1,300,s1_52
Wikipedia\Canon120-1\300\s1_53.tif,Wikipedia,Canon120-1,300,s1_53
Wikipedia\Canon120-1\300\s1_54.tif,Wikipedia,Canon120-1,300,s1_54
Wikipedia\Canon120-1\300\s1_55.tif,Wikipedia,Canon120-1,300,s1_55
Wikipedia\Canon120-1\300\s1_56.tif,Wikipedia,Canon120-1,300,s1_56
Wikipedia\Canon120-1\300\s1_57.tif,Wikipedia,Canon120-1,300,s1_57
Wikipedia\Canon120-1\300\s1_58.tif,Wikipedia,Canon120-1,300,s1_58
Wikipedia\Canon120-1\300\s1_59.tif,Wikipedia,Canon120-1,300,s1_59
Wikipedia\Canon120-1\300\s1_60.tif,Wikipedia,Canon120-1,300,s1_60
Wikipedia\Canon120-1\300\s1_61.tif,Wikipedia,Canon120-1,300,s1_61
Wikipedia\Canon120-1\300\s1_62.tif,Wikipedia,Canon120-1,300,s1_62
Wikipedia\Canon120-1\300\s1_63.tif,Wikipedia,Canon120-1,300,s1_63
Wikipedia\Canon120-1\300\s1_64.tif,Wikipedia,Canon120-1,300,s1_64
Wikipedia\Canon120-1\300\s1_65.tif,Wikipedia,Canon120-1,300,s1_65
Wikipedia\Canon120-1\300\s1_66.tif,Wikipedia,Canon120-1,300,s1_66
Wikipedia\Canon120-1\300\s1_67.tif,Wikipedia,Canon120-1,300,s1_67
Wikipedia\Canon120-1\300\s1_68.tif,Wikipedia,Canon120-1,300,s1_68
Wikipedia\Canon120-1\300\s1_69.tif,Wikipedia,Canon120-1,300,s1_69
Wikipedia\Canon120-1\300\s1_71.tif,Wikipedia,Canon120-1,300,s1_71
Wikipedia\Canon120-1\300\s1_72.tif,Wikipedia,Canon120-1,300,s1_72
Wikipedia\Canon120-1\300\s1_73.tif,Wikipedia,Canon120-1,300,s1_73
Wikipedia\Canon120-1\300\s1_74.tif,Wikipedia,Canon120-1,300,s1_74
Wikipedia\Canon120-1\300\s1_75.tif,Wikipedia,Canon120-1,300,s1_75
Wikipedia\Canon120-1\300\s1_76.tif,Wikipedia,Canon120-1,300,s1_76
Wikipedia\Canon120-1\300\s1_77.tif,Wikipedia,Canon120-1,300,s1_77
Wikipedia\Canon120-1\300\s1_78.tif,Wikipedia,Canon120-1,300,s1_78
Wikipedia\Canon120-1\300\s1_79.tif,Wikipedia,Canon120-1,300,s1_79
Wikipedia\Canon120-1\300\s1_80.tif,Wikipedia,Canon120-1,300,s1_80
Wikipedia\Canon120-1\300\s1_81.tif,Wikipedia,Canon120-1,300,s1_81
Wikipedia\Canon120-1\300\s1_82.tif,Wikipedia,Canon120-1,300,s1_82
Wikipedia\Canon120-1\300\s1_83.tif,Wikipedia,Canon120-1,300,s1_83
Wikipedia\Canon120-1\300\s1_84.tif,Wikipedia,Canon120-1,300,s1_84
Wikipedia\Canon120-1\300\s1_85.tif,Wikipedia,Canon120-1,300,s1_85
Wikipedia\Canon120-1\300\s1_86.tif,Wikipedia,Canon120-1,300,s1_86
Wikipedia\Canon120-1\300\s1_87.tif,Wikipedia,Canon120-1,300,s1_87
Wikipedia\Canon120-1\300\s1_88.tif,Wikipedia,Canon120-1,300,s1_88
Wikipedia\Canon120-1\300\s1_89.tif,Wikipedia,Canon120-1,300,s1_89
Wikipedia\Canon120-1\300\s1_90.tif,Wikipedia,Canon120-1,300,s1_90
Wikipedia\Canon120-1\300\s1_91.tif,Wikipedia,Canon120-1,300,s1_91
Wikipedia\Canon120-1\300\s1_92.tif,Wikipedia,Canon120-1,300,s1_92
Wikipedia\Canon120-1\300\s1_93.tif,Wikipedia,Canon120-1,300,s1_93
Wikipedia\Canon120-1\300\s1_94.tif,Wikipedia,Canon120-1,300,s1_94
Wikipedia\Canon120-1\300\s1_95.tif,Wikipedia,Canon120-1,300,s1_95
Wikipedia\Canon120-1\300\s1_96.tif,Wikipedia,Canon120-1,300,s1_96
Wikipedia\Canon120-1\300\s1_97.tif,Wikipedia,Canon120-1,300,s1_97
Wikipedia\Canon120-1\300\s1_98.tif,Wikipedia,Canon120-1,300,s1_98
Wikipedia\Canon120-1\300\s1_99.tif,Wikipedia,Canon120-1,300,s1_99
Wikipedia\Canon120-2\150\s2_1.tif,Wikipedia,Canon120-2,150,s2_1
Wikipedia\Canon120-2\150\s2_10.tif,Wikipedia,Canon120-2,150,s2_10
Wikipedia\Canon120-2\150\s2_100.tif,Wikipedia,Canon120-2,150,s2_100
Wikipedia\Canon120-2\150\s2_101.tif,Wikipedia,Canon120-2,150,s2_101
Wikipedia\Canon120-2\150\s2_102.tif,Wikipedia,Canon120-2,150,s2_102
Wikipedia\Canon120-2\150\s2_103.tif,Wikipedia,Canon120-2,150,s2_103
Wikipedia\Canon120-2\150\s2_104.tif,Wikipedia,Canon120-2,150,s2_104
Wikipedia\Canon120-2\150\s2_105.tif,Wikipedia,Canon120-2,150,s2_105
Wikipedia\Canon120-2\150\s2_106.tif,Wikipedia,Canon120-2,150,s2_106
Wikipedia\Canon120-2\150\s2_107.tif,Wikipedia,Canon120-2,150,s2_107
Wikipedia\Canon120-2\150\s2_108.tif,Wikipedia,Canon120-2,150,s2_108
Wikipedia\Canon120-2\150\s2_11.tif,Wikipedia,Canon120-2,150,s2_11
Wikipedia\Canon120-2\150\s2_12.tif,Wikipedia,Canon120-2,150,s2_12
Wikipedia\Canon120-2\150\s2_13.tif,Wikipedia,Canon120-2,150,s2_13
Wikipedia\Canon120-2\150\s2_14.tif,Wikipedia,Canon120-2,150,s2_14
Wikipedia\Canon120-2\150\s2_15.tif,Wikipedia,Canon120-2,150,s2_15
Wikipedia\Canon120-2\150\s2_16.tif,Wikipedia,Canon120-2,150,s2_16
Wikipedia\Canon120-2\150\s2_17.tif,Wikipedia,Canon120-2,150,s2_17
Wikipedia\Canon120-2\150\s2_18.tif,Wikipedia,Canon120-2,150,s2_18
Wikipedia\Canon120-2\150\s2_19.tif,Wikipedia,Canon120-2,150,s2_19
Wikipedia\Canon120-2\150\s2_2.tif,Wikipedia,Canon120-2,150,s2_2
Wikipedia\Canon120-2\150\s2_20.tif,Wikipedia,Canon120-2,150,s2_20
Wikipedia\Canon120-2\150\s2_21.tif,Wikipedia,Canon120-2,150,s2_21
Wikipedia\Canon120-2\150\s2_22.tif,Wikipedia,Canon120-2,150,s2_22
Wikipedia\Canon120-2\150\s2_23.tif,Wikipedia,Canon120-2,150,s2_23
Wikipedia\Canon120-2\150\s2_24.tif,Wikipedia,Canon120-2,150,s2_24
Wikipedia\Canon120-2\150\s2_25.tif,Wikipedia,Canon120-2,150,s2_25
Wikipedia\Canon120-2\150\s2_26.tif,Wikipedia,Canon120-2,150,s2_26
Wikipedia\Canon120-2\150\s2_27.tif,Wikipedia,Canon120-2,150,s2_27
Wikipedia\Canon120-2\150\s2_28.tif,Wikipedia,Canon120-2,150,s2_28
Wikipedia\Canon120-2\150\s2_29.tif,Wikipedia,Canon120-2,150,s2_29
Wikipedia\Canon120-2\150\s2_3.tif,Wikipedia,Canon120-2,150,s2_3
Wikipedia\Canon120-2\150\s2_30.tif,Wikipedia,Canon120-2,150,s2_30
Wikipedia\Canon120-2\150\s2_31.tif,Wikipedia,Canon120-2,150,s2_31
Wikipedia\Canon120-2\150\s2_32.tif,Wikipedia,Canon120-2,150,s2_32
Wikipedia\Canon120-2\150\s2_33.tif,Wikipedia,Canon120-2,150,s2_33
Wikipedia\Canon120-2\150\s2_34.tif,Wikipedia,Canon120-2,150,s2_34
Wikipedia\Canon120-2\150\s2_35.tif,Wikipedia,Canon120-2,150,s2_35
Wikipedia\Canon120-2\150\s2_36.tif,Wikipedia,Canon120-2,150,s2_36
Wikipedia\Canon120-2\150\s2_37.tif,Wikipedia,Canon120-2,150,s2_37
Wikipedia\Canon120-2\150\s2_38.tif,Wikipedia,Canon120-2,150,s2_38
Wikipedia\Canon120-2\150\s2_39.tif,Wikipedia,Canon120-2,150,s2_39
Wikipedia\Canon120-2\150\s2_4.tif,Wikipedia,Canon120-2,150,s2_4
Wikipedia\Canon120-2\150\s2_40.tif,Wikipedia,Canon120-2,150,s2_40
Wikipedia\Canon120-2\150\s2_41.tif,Wikipedia,Canon120-2,150,s2_41
Wikipedia\Canon120-2\150\s2_42.tif,Wikipedia,Canon120-2,150,s2_42
Wikipedia\Canon120-2\150\s2_43.tif,Wikipedia,Canon120-2,150,s2_43
Wikipedia\Canon120-2\150\s2_44.tif,Wikipedia,Canon120-2,150,s2_44
Wikipedia\Canon120-2\150\s2_45.tif,Wikipedia,Canon120-2,150,s2_45
Wikipedia\Canon120-2\150\s2_46.tif,Wikipedia,Canon120-2,150,s2_46
Wikipedia\Canon120-2\150\s2_47.tif,Wikipedia,Canon120-2,150,s2_47
Wikipedia\Canon120-2\150\s2_48.tif,Wikipedia,Canon120-2,150,s2_48
Wikipedia\Canon120-2\150\s2_49.tif,Wikipedia,Canon120-2,150,s2_49
Wikipedia\Canon120-2\150\s2_5.tif,Wikipedia,Canon120-2,150,s2_5
Wikipedia\Canon120-2\150\s2_50.tif,Wikipedia,Canon120-2,150,s2_50
Wikipedia\Canon120-2\150\s2_51.tif,Wikipedia,Canon120-2,150,s2_51
Wikipedia\Canon120-2\150\s2_52.tif,Wikipedia,Canon120-2,150,s2_52
Wikipedia\Canon120-2\150\s2_53.tif,Wikipedia,Canon120-2,150,s2_53
Wikipedia\Canon120-2\150\s2_54.tif,Wikipedia,Canon120-2,150,s2_54
Wikipedia\Canon120-2\150\s2_55.tif,Wikipedia,Canon120-2,150,s2_55
Wikipedia\Canon120-2\150\s2_56.tif,Wikipedia,Canon120-2,150,s2_56
Wikipedia\Canon120-2\150\s2_57.tif,Wikipedia,Canon120-2,150,s2_57
Wikipedia\Canon120-2\150\s2_58.tif,Wikipedia,Canon120-2,150,s2_58
Wikipedia\Canon120-2\150\s2_59.tif,Wikipedia,Canon120-2,150,s2_59
Wikipedia\Canon120-2\150\s2_6.tif,Wikipedia,Canon120-2,150,s2_6
Wikipedia\Canon120-2\150\s2_60.tif,Wikipedia,Canon120-2,150,s2_60
Wikipedia\Canon120-2\150\s2_61.tif,Wikipedia,Canon120-2,150,s2_61
Wikipedia\Canon120-2\150\s2_62.tif,Wikipedia,Canon120-2,150,s2_62
Wikipedia\Canon120-2\150\s2_63.tif,Wikipedia,Canon120-2,150,s2_63
Wikipedia\Canon120-2\150\s2_64.tif,Wikipedia,Canon120-2,150,s2_64
Wikipedia\Canon120-2\150\s2_65.tif,Wikipedia,Canon120-2,150,s2_65
Wikipedia\Canon120-2\150\s2_66.tif,Wikipedia,Canon120-2,150,s2_66
Wikipedia\Canon120-2\150\s2_67.tif,Wikipedia,Canon120-2,150,s2_67
Wikipedia\Canon120-2\150\s2_68.tif,Wikipedia,Canon120-2,150,s2_68
Wikipedia\Canon120-2\150\s2_69.tif,Wikipedia,Canon120-2,150,s2_69
Wikipedia\Canon120-2\150\s2_7.tif,Wikipedia,Canon120-2,150,s2_7
Wikipedia\Canon120-2\150\s2_70.tif,Wikipedia,Canon120-2,150,s2_70
Wikipedia\Canon120-2\150\s2_71.tif,Wikipedia,Canon120-2,150,s2_71
Wikipedia\Canon120-2\150\s2_72.tif,Wikipedia,Canon120-2,150,s2_72
Wikipedia\Canon120-2\150\s2_73.tif,Wikipedia,Canon120-2,150,s2_73
Wikipedia\Canon120-2\150\s2_74.tif,Wikipedia,Canon120-2,150,s2_74
Wikipedia\Canon120-2\150\s2_75.tif,Wikipedia,Canon120-2,150,s2_75
Wikipedia\Canon120-2\150\s2_76.tif,Wikipedia,Canon120-2,150,s2_76
Wikipedia\Canon120-2\150\s2_77.tif,Wikipedia,Canon120-2,150,s2_77
Wikipedia\Canon120-2\150\s2_78.tif,Wikipedia,Canon120-2,150,s2_78
Wikipedia\Canon120-2\150\s2_79.tif,Wikipedia,Canon120-2,150,s2_79
Wikipedia\Canon120-2\150\s2_8.tif,Wikipedia,Canon120-2,150,s2_8
Wikipedia\Canon120-2\150\s2_80.tif,Wikipedia,Canon120-2,150,s2_80
Wikipedia\Canon120-2\150\s2_81.tif,Wikipedia,Canon120-2,150,s2_81
Wikipedia\Canon120-2\150\s2_82.tif,Wikipedia,Canon120-2,150,s2_82
Wikipedia\Canon120-2\150\s2_83.tif,Wikipedia,Canon120-2,150,s2_83
Wikipedia\Canon120-2\150\s2_84.tif,Wikipedia,Canon120-2,150,s2_84
Wikipedia\Canon120-2\150\s2_85.tif,Wikipedia,Canon120-2,150,s2_85
Wikipedia\Canon120-2\150\s2_86.tif,Wikipedia,Canon120-2,150,s2_86
Wikipedia\Canon120-2\150\s2_87.tif,Wikipedia,Canon120-2,150,s2_87
Wikipedia\Canon120-2\150\s2_88.tif,Wikipedia,Canon120-2,150,s2_88
Wikipedia\Canon120-2\150\s2_89.tif,Wikipedia,Canon120-2,150,s2_89
Wikipedia\Canon120-2\150\s2_9.tif,Wikipedia,Canon120-2,150,s2_9
Wikipedia\Canon120-2\150\s2_90.tif,Wikipedia,Canon120-2,150,s2_90
Wikipedia\Canon120-2\150\s2_91.tif,Wikipedia,Canon120-2,150,s2_91
Wikipedia\Canon120-2\150\s2_92.tif,Wikipedia,Canon120-2,150,s2_92
Wikipedia\Canon120-2\150\s2_93.tif,Wikipedia,Canon120-2,150,s2_93
Wikipedia\Canon120-2\150\s2_94.tif,Wikipedia,Canon120-2,150,s2_94
Wikipedia\Canon120-2\150\s2_95.tif,Wikipedia,Canon120-2,150,s2_95
Wikipedia\Canon120-2\150\s2_96.tif,Wikipedia,Canon120-2,150,s2_96
Wikipedia\Canon120-2\150\s2_97.tif,Wikipedia,Canon120-2,150,s2_97
Wikipedia\Canon120-2\150\s2_98.tif,Wikipedia,Canon120-2,150,s2_98
Wikipedia\Canon120-2\150\s2_99.tif,Wikipedia,Canon120-2,150,s2_99
Wikipedia\Canon120-2\300\s2_1.tif,Wikipedia,Canon120-2,300,s2_1
Wikipedia\Canon120-2\300\s2_10.tif,Wikipedia,Canon120-2,300,s2_10
Wikipedia\Canon120-2\300\s2_100.tif,Wikipedia,Canon120-2,300,s2_100
Wikipedia\Canon120-2\300\s2_101.tif,Wikipedia,Canon120-2,300,s2_101
Wikipedia\Canon120-2\300\s2_102.tif,Wikipedia,Canon120-2,300,s2_102
Wikipedia\Canon120-2\300\s2_103.tif,Wikipedia,Canon120-2,300,s2_103
Wikipedia\Canon120-2\300\s2_104.tif,Wikipedia,Canon120-2,300,s2_104
Wikipedia\Canon120-2\300\s2_105.tif,Wikipedia,Canon120-2,300,s2_105
Wikipedia\Canon120-2\300\s2_106.tif,Wikipedia,Canon120-2,300,s2_106
Wikipedia\Canon120-2\300\s2_107.tif,Wikipedia,Canon120-2,300,s2_107
Wikipedia\Canon120-2\300\s2_108.tif,Wikipedia,Canon120-2,300,s2_108
Wikipedia\Canon120-2\300\s2_14.tif,Wikipedia,Canon120-2,300,s2_14
Wikipedia\Canon120-2\300\s2_19.tif,Wikipedia,Canon120-2,300,s2_19
Wikipedia\Canon120-2\300\s2_2.tif,Wikipedia,Canon120-2,300,s2_2
Wikipedia\Canon120-2\300\s2_23.tif,Wikipedia,Canon120-2,300,s2_23
Wikipedia\Canon120-2\300\s2_3.tif,Wikipedia,Canon120-2,300,s2_3
Wikipedia\Canon120-2\300\s2_38.tif,Wikipedia,Canon120-2,300,s2_38
